code,short_title,detailed_description,system_category,code_type,severity_level
U0111,"Lost Communication With Battery Energy Control Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0112,"Lost Communication With Battery Energy Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0113,Lost Communication With Emissions Critical Control Information,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0114,Lost Communication With Four-Wheel Drive Clutch Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0115,"Lost Communication With ECM/PCM ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0116,Lost Communication With Coolant Temperature Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0117,Lost Communication With PTO Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0118,Lost Communication With Fuel Additive Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0119,Lost Communication With Fuel Cell Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U011A,Lost Communication With Exhaust Gas Sensor Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U011B,"Lost Communication With Rocker Arm Control Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U011C,"Lost Communication With Rocker Arm Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U011D,Lost Communication With All Wheel Drive Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0120,Lost Communication With Starter / Generator Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0121,Lost Communication With Anti-Lock Brake System Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0122,Lost Communication With Vehicle Dynamics Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0123,Lost Communication With Yaw Rate Sensor Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0124,Lost Communication With Lateral Acceleration Sensor Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0125,Lost Communication With Multi-axis Acceleration Sensor Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0126,Lost Communication With Steering Angle Sensor Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0127,Lost Communication With Tire Pressure Monitor Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0128,Lost Communication With Park Brake Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0129,Lost Communication With Brake System Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0130,Lost Communication With Steering Effort Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0131,Lost Communication With Power Steering Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0132,"Lost Communication With Suspension Control Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0133,Lost Communication With Active Roll Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0134,Lost Communication With Power Steering Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0135,Lost Communication With Differential Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0136,Lost Communication With Differential Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0137,Lost Communication With Trailer Brake Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0138,Lost Communication With All Terrain Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0139,"Lost Communication With Suspension Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0140,Lost Communication With Body Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0141,"Lost Communication With Body Control Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0142,"Lost Communication With Body Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0143,"Lost Communication With Body Control Module ""C""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0144,"Lost Communication With Body Control Module ""D""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0145,"Lost Communication With Body Control Module ""E""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0146,"Lost Communication With Gateway ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0147,"Lost Communication With Gateway ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0148,"Lost Communication With Gateway ""C""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0149,"Lost Communication With Gateway ""D""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0150,"Lost Communication With Gateway ""E""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0151,Lost Communication With Restraints Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0152,Lost Communication With Side Restraints Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0153,Lost Communication With Side Restraints Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0154,Lost Communication With Restraints Occupant Classification System,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0155,Lost Communication With Instrument Panel Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0156,"Lost Communication With Information Center ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0157,"Lost Communication With Information Center ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0158,Lost Communication With Head Up Display,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0159,"Lost Communication With Parking Assist Control Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0160,Lost Communication With Audible Alert Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0161,Lost Communication With Compass Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0162,Lost Communication With Navigation Display Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0163,Lost Communication With Navigation Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0164,Lost Communication With HVAC Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0165,Lost Communication With HVAC Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0166,Lost Communication With AUXILIARY Heater Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0167,Lost Communication With Vehicle Immobilizer Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0168,Lost Communication With Vehicle Security Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0169,Lost Communication With Sunroof Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U016A,Lost Communication With Global Positioning System Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0170,"Lost Communication With ""Restraints System Sensor A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0171,"Lost Communication With ""Restraints System Sensor B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0172,"Lost Communication With ""Restraints System Sensor C""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0173,"Lost Communication With ""Restraints System Sensor D""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0174,"Lost Communication With ""Restraints System Sensor E""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0175,"Lost Communication With ""Restraints System Sensor F""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0176,"Lost Communication With ""Restraints System Sensor G""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0177,"Lost Communication With ""Restraints System Sensor H""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0178,"Lost Communication With ""Restraints System Sensor I""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0179,"Lost Communication With ""Restraints System Sensor J""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U017A,"Lost Communication With ""Restraints System Sensor K""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U017B,"Lost Communication With ""Restraints System Sensor L""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U017C,"Lost Communication With ""Restraints System Sensor M""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U017D,"Lost Communication With ""Restraints System Sensor N""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U017E,"Lost Communication With Seatbelt Pretensioner Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U017F,"Lost Communication With Seatbelt Pretensioner Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0180,Lost Communication With Automatic Lighting Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0181,Lost Communication With Headlamp Leveling Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0182,Lost Communication With Lighting Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0183,Lost Communication With Lighting Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0184,Lost Communication With Radio,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0185,Lost Communication With Antenna Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0186,"Lost Communication With Audio Amplifier ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0187,"Lost Communication With Digital Disc Player/Changer Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0188,"Lost Communication With Digital Disc Player/Changer Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0189,"Lost Communication With Digital Disc Player/Changer Module ""C""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0190,"Lost Communication With Digital Disc Player/Changer Module ""D""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0191,Lost Communication With Television,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0192,Lost Communication With Personal Computer,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0193,"Lost Communication With ""Digital Audio Control Module A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0194,"Lost Communication With ""Digital Audio Control Module B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0195,Lost Communication With Subscription Entertainment Receiver,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0196,Lost Communication With Entertainment Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0197,Lost Communication With Telephone Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0198,Lost Communication With Telematic Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0199,"Lost Communication With ""Door Control Module A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0200,"Lost Communication With ""Door Control Module B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0201,"Lost Communication With ""Door Control Module C""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0202,"Lost Communication With ""Door Control Module D""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0203,"Lost Communication With ""Door Control Module E""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0204,"Lost Communication With ""Door Control Module F""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0205,"Lost Communication With ""Door Control Module G""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0206,Lost Communication With Folding Top Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0207,Lost Communication With Moveable Roof Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0208,"Lost Communication With ""Seat Control Module A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0209,"Lost Communication With ""Seat Control Module B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0210,"Lost Communication With ""Seat Control Module C""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0211,"Lost Communication With ""Seat Control Module D""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0212,Lost Communication With Steering Column Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0213,Lost Communication With Mirror Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0214,Lost Communication With Remote Function Actuation,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0215,"Lost Communication With ""Door Switch A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0216,"Lost Communication With ""Door Switch B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0217,"Lost Communication With ""Door Switch C""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0218,"Lost Communication With ""Door Switch D""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0219,"Lost Communication With ""Door Switch E""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0220,"Lost Communication With ""Door Switch F""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0221,"Lost Communication With ""Door Switch G""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0222,"Lost Communication With ""Door Window Motor A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0223,"Lost Communication With ""Door Window Motor B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0224,"Lost Communication With ""Door Window Motor C""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0225,"Lost Communication With ""Door Window Motor D""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0226,"Lost Communication With ""Door Window Motor E""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0227,"Lost Communication With ""Door Window Motor F""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0228,"Lost Communication With ""Door Window Motor G""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0229,Lost Communication With Heated Steering Wheel Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0230,Lost Communication With Rear Gate Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0231,Lost Communication With Rain Sensing Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0232,Lost Communication With Side Obstacle Detection Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0233,Lost Communication With Side Obstacle Detection Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0234,Lost Communication With Convenience Recall Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0235,Lost Communication With Cruise Control Front Distance Range,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Network category.,Network,Generic,Warning
U0236,Lost Communication With Column Lock Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0237,"Lost Communication With ""Digital Audio Control Module C""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0238,"Lost Communication With ""Digital Audio Control Module D""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0239,"Lost Communication With Entrapment Control Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U023A,"Lost Communication With Image Processing Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U023B,"Lost Communication With Image Processing Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U023C,"Lost Communication With Image Processing Module ""C""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U023D,Lost Communication With Cruise Control Front Distance Range,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Network category.,Network,Generic,Warning
U023E,Lost Communication With Cruise Control Front Distance Range,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Network category.,Network,Generic,Warning
U0240,"Lost Communication With Entrapment Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0241,"Lost Communication With Headlamp Control Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0242,"Lost Communication With Headlamp Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0243,"Lost Communication With Parking Assist Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0244,"Lost Communication With Running Board Control Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0245,Lost Communication With Entertainment Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0246,"Lost Communication With ""Seat Control Module E""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0247,"Lost Communication With ""Seat Control Module F""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0248,Lost Communication With Remote Accessory Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0249,Lost Communication With Entertainment Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U024A,Lost Communication With Interior Lighting Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0250,Lost Communication With Impact Classification System Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0251,"Lost Communication With Running Board Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0252,Lost Communication With Lighting Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0253,Lost Communication With Accessory Protocol Interface Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0254,Lost Communication With Remote Start Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0255,Lost Communication With Front Display Interface Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0256,"Lost Communication With Front Controls Interface Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0257,Lost Communication With Front Controls/Display Interface Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0258,Lost Communication With Radio Transceiver,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0259,Lost Communication With Special Purpose Vehicle Control,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U025A,Lost Communication With Special Purpose Vehicle Control,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U025B,Lost Communication With Special Purpose Vehicle Control,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U025C,Lost Communication With Special Purpose Vehicle Control,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U025D,"Lost Communication With Front Controls Interface Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0260,"Lost Communication With Seat Control Switch Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0261,"Lost Communication With Seat Control Switch Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0262,"Lost Communication With Audio Amplifier ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0263,Lost Communication With Speech Recognition Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0264,Lost Communication With Camera Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
